"","word","count"
"2599","decoupl",1
"2600","xavier",4
"2601","vol",83
"2602","cartesian",1
"2603","chain",2
"2604","canni",1
"2605","reif",2
"2606","invari",9
"2607","supermodular",1
"2608","jetai",1
"2609","draft",13
"2610","quarter",79
"2611","iser",1
"2612","automon",1
"2613","procieeerobot",1
"2614","japan",10
"2615","iro",1
"2616","pittsburgh",7
"2617","pa",7
"2618","sensorless",1
"2619","mihailovich",1
"2620","boston",14
"2621","ma",41
"2622","wilson",10
"2623","jclatomb",1
"2624","taskdirect",1
"2625","these",4
"2626","patrick",4
"2627","thesi",59
"2628","tr",36
"2629","mostli",16
"2630","supersed",1
"2631","karlf",1
"2632","postdoc",5
"2633","dinesh",1
"2634","aval",1
"2635","tech",18
"2636","catalog",11
"2637","anonym",8
"2638","pictur",91
"2639","portrait",2
"2640","mobot",1
"2641","couch",2
"2642","drawn",2
"2643","loretta",1
"2644","pompilio",1
"2645","discoveri",8
"2646","poem",6
"2647","alfr",6
"2648","harm",1
"2649","swallow",2
"2650","toplevel",1
"2651","tallest",1
"2652","darkest",1
"2653","man",18
"2654","hollywood",2
"2655","merian",1
"2656","fai",1
"2657","wrai",1
"2658","cardi",14
"2659","fax",120
"2660","entri",9
"2661","amalgam",1
"2662","softbal",9
"2663","finger",41
"2664","lake",9
"2665","tandem",2
"2666","westi",1
"2667","span",6
"2668","subfield",1
"2669","casebas",6
"2670","cognit",32
"2671","nlpnlu",1
"2672","primarili",7
"2673","underli",5
"2674","acquisit",18
"2675","usertrain",1
"2676","extract",7
"2677","cstr",5
"2678","kenmor",4
"2679","acquir",2
"2680","corpora",3
"2681","realworld",3
"2682","anteced",1
"2683","pronoun",3
"2684","larger",4
"2685","disambigu",5
"2686","embed",13
"2687","seminar",30
"2688","knowledgec",1
"2689","empir",9
"2690","wermter",1
"2691","riloff",2
"2692","scheler",1
"2693","gabriel",2
"2694","connectionist",3
"2695","springer",3
"2696","ijcai",2
"2697","aaai",13
"2698","domainspecif",8
"2699","conceptu",6
"2700","amherst",9
"2701","cmpsci",1
"2702","eleventh",1
"2703","tenth",2
"2704","heurist",3
"2705","newark",2
"2706","de",20
"2707","bias",2
"2708","fourteenth",1
"2709","bloomington",2
"2710","erlbaum",2
"2711","constrain",5
"2712","prior",9
"2713","plausibl",1
"2714","complic",4
"2715","syntax",3
"2716","lehnert",2
"2717","ninth",1
"2718","citat",4
"2719","twelfth",1
"2720","cambridg",11
"2721","eprint",2
"2722","cl",1
"2723","acl",7
"2724","digest",8
"2725","coleman",3
"2726","professcp",1
"2727","strong",4
"2728","affili",10
"2729","researchappl",1
"2730","ccop",1
"2731","largescal",5
"2732","reconstructionbiomed",1
"2733","inequ",2
"2734","vita",40
"2735","krafft",1
"2736","url",9
"2737","legal",5
"2738","dimund",1
"2739","www",83
"2740","gopher",6
"2741","illinoi",10
"2742","lyco",12
"2743","veronica",1
"2744","archi",3
"2745","gatewai",6
"2746","excel",12
"2747","scout",3
"2748","planet",3
"2749","earth",8
"2750","whole",16
"2751","internet",107
"2752","navig",23
"2753","cern",2
"2754","faq",17
"2755","dathead",1
"2756","pro",2
"2757","gear",5
"2758","folkbook",1
"2759","folk",7
"2760","forecast",4
"2761","elsewher",4
"2762","daniel",11
"2763","endtoend",6
"2764","monitor",10
"2765","nbsp",80
"2766","hausdorffbas",1
"2767","eigenspac",1
"2768","identif",3
"2769","digipap",1
"2770","compact",1
"2771","viewabl",1
"2772","author",26
"2773","parc",1
"2774","cochair",6
"2775","cvpr",4
"2776","juan",9
"2777","pr",3
"2778","favorit",46
"2779","noncomputergeek",1
"2780","snowboard",1
"2781","mountain",8
"2782","bike",14
"2783","mtvextremesportswaytoocool",1
"2784","stupid",5
"2785","attitud",2
"2786","va",2
"2787","tardo",23
"2788","daughter",6
"2789","rebecca",5
"2790","julia",3
"2791","shmoi",6
"2792","broadli",2
"2793","speak",10
"2794","integ",2
"2795","acmsiam",7
"2796","sa",3
"2797","plotkin",6
"2798","ratio",4
"2799","multicommod",4
"2800","combinatorica",4
"2801","ori",21
"2802","klein",2
"2803","stein",2
"2804","capac",9
"2805","rout",41
"2806","leighton",3
"2807","makedon",1
"2808","tragouda",1
"2809","stoc",9
"2810","pack",3
"2811","goeman",3
"2812","williamson",7
"2813","hopp",3
"2814","evacu",1
"2815","quickest",1
"2816","transship",1
"2817","rao",7
"2818","steiner",1
"2819","multicut",1
"2820","kleinberg",25
"2821","disjoint",6
"2822","highdiamet",2
"2823","planar",3
"2824","y",14
"2825","rabani",1
"2826","packet",12
"2827","switch",7
"2828","arbitrari",4
"2829","fleischer",1
"2830","maxim",5
"2831","comb",1
"2832","ipco",1
"2833","av",19
"2834","tarjan",2
"2835","vlsidesign",1
"2836","kort",1
"2837","lovasz",5
"2838","schrijver",1
"2839","strongli",4
"2840","congress",8
"2841","mathematician",4
"2842","kyoto",1
"2843","tokyo",4
"2844","db",2
"2845","combinator",7
"2846","graham",4
"2847","grotschel",1
"2848","holland",4
"2849","mgrotschel",1
"2850","minmax",2
"2851","maastricht",1
"2852","netherland",2
"2853","netflow",1
"2854","miniato",1
"2855","pi",1
"2856","itali",7
"2857","lewi",8
"2858","rer",1
"2859","nat",1
"2860","freshmansophomor",1
"2861","overrid",1
"2862","mine",21
"2863","short",26
"2864","biographi",5
"2865","born",23
"2866","flush",1
"2867","spent",30
"2868","escap",4
"2869","queen",3
"2870","went",12
"2871","naval",4
"2872","weapon",2
"2873","civilian",1
"2874","mathematicianprogramm",1
"2875","met",7
"2876","wifetob",1
"2877","elain",4
"2878","marri",7
"2879","assistantship",2
"2880","german",5
"2881","ruedig",1
"2882","wiehl",1
"2883","algol",1
"2884","wife",14
"2885","fl",2
"2886","bauer",2
"2887","stoer",1
"2888","kosher",1
"2889","twin",7
"2890","susan",14
"2891","birthdai",4
"2892","town",8
"2893","cake",2
"2894","snow",6
"2895","ever",12
"2896","guggenheim",7
"2897","bloom",6
"2898","plant",3
"2899","taylor",80
"2900","booth",2
"2901","outstand",5
"2902","clark",2
"2903","afip",3
"2904","proud",7
"2905","advise",1
"2906","owicki",1
"2907","laid",1
"2908","notion",3
"2909","interferencefre",1
"2910","coauthor",16
"2911","langaug",3
"2912","tv",8
"2913","raman",2
"2914","bestdissert",1
"2915","texlatex",1
"2916","spoken",1
"2917","blind",1
"2918","cassett",1
"2919","began",4
"2920","serious",3
"2921","taulbe",1
"2922","phdgrant",1
"2923","rate",15
"2924","telephon",15
"2925","respect",5
"2926","ipl",1
"2927","acta",1
"2928","informatica",1
"2929","enjoi",20
"2930","substanti",2
"2931","rewrit",2
"2932","believ",9
"2933","verlag",2
"2934","spare",9
"2935","sport",22
"2936","golf",5
"2937","volleybal",11
"2938","swim",10
"2939","tenni",21
"2940","china",72
"2941","split",2
"2942","pant",1
"2943","ping",1
"2944","pong",2
"2945","mention",6
"2946","laugh",4
"2947","spoke",1
"2948","told",6
"2949","truth",6
"2950","said",8
"2951","sing",4
"2952","barbershop",1
"2953","gilbert",1
"2954","sullivan",1
"2955","hous",17
"2956","carpentri",1
"2957","wire",8
"2958","remodel",1
"2959","satisfact",5
"2960","joe",6
"2961","halpern",3
"2962","uncertainti",11
"2963","game",48
"2964","iv",65
"2965","fault",20
"2966","toler",16
"2967","li",15
"2968","boundari",6
"2969","gave",6
"2970","econom",7
"2971","princeton",15
"2972","economist",2
"2973","mainli",4
"2974","philosoph",4
"2975","that",26
"2976","onesent",1
"2977","resum",93
"2978","sequel",2
"2979","particularli",21
"2980","kept",4
"2981","safe",14
"2982","concentr",15
"2983","consum",2
"2984","less",16
"2985","hack",6
"2986","bring",10
"2987","semanticsbas",1
"2988","typedirect",2
"2989","harper",6
"2990","cmuc",8
"2991","cmucsfox",2
"2992","gzip",3
"2993","til",1
"2994","tarditi",2
"2995","cheng",3
"2996","stone",4
"2997","lee",33
"2998","tilml",1
"2999","convers",5
"3000","yasuhiko",1
"3001","minamid",1
"3002","dvi",7
"3003","matthia",1
"3004","felleisen",1
"3005","conf",13
"3006","intension",2
"3007","optimist",5
"3008","mauric",1
"3009","herlihi",2
"3010","firstclass",1
"3011","gregori",6
"3012","copenhagen",1
"3013","denmark",1
"3014","multiprocess",3
"3015","platform",17
"3016","tolmach",2
"3017","fourth",9
"3018","carnegi",7
"3019","mellon",8
"3020","programminglanguag",1
"3021","warren",3
"3022","road",6
"3023","lastmodifi",1
"3024","gmt",1
"3025","jon",8
"3026","molecular",7
"3027","biologi",10
"3028","adversari",2
"3029","assumpt",5
"3030","semidefinit",2
"3031","conform",4
"3032","almaden",1
"3033","miscellan",22
"3034","singlesourc",1
"3035","unsplitt",1
"3036","aggarw",1
"3037","nodedisjoint",1
"3038","layout",5
"3039","minimum",7
"3040","latenc",6
"3041","theta",1
"3042","relax",2
"3043","vertex",1
"3044","twoserv",2
"3045","elyaniv",1
"3046","mitlcstr",1
"3047","dm",1
"3048","awerbuch",1
"3049","fernandez",5
"3050","ft",4
"3051","z",7
"3052","contentionresolut",1
"3053","borodin",1
"3054","raghavan",1
"3055","sudan",1
"3056","h",77
"3057","attiya",1
"3058","lynch",1
"3059","quiesc",1
"3060","mullainathan",1
"3061","consensu",11
"3062","berger",4
"3063","reconstruct",3
"3064","kedem",1
"3065","voronoi",1
"3066","diagram",6
"3067","euclidean",1
"3068","plane",3
"3069","altavista",5
"3070","infoseek",4
"3071","nynex",1
"3072","glimps",7
"3073","ncstrl",1
"3074","joness",1
"3075","lc",1
"3076","tc",2
"3077","theoryfound",1
"3078","crescenzikann",1
"3079","compendium",1
"3080","np",2
"3081","foc",8
"3082","soda",4
"3083","usc",1
"3084","carb",1
"3085","biocomput",1
"3086","sdsc",1
"3087","eppstein",1
"3088","junkyard",1
"3089","erickson",1
"3090","mitr",2
"3091","corp",5
"3092","ron",3
"3093","rivest",3
"3094","cryptographi",8
"3095","intellicast",2
"3096","cnn",13
"3097","chess",10
"3098","car",15
"3099","dexter",6
"3100","newton",8
"3101","pew",1
"3102","jr",16
"3103","kleen",3
"3104","rugbi",1
"3105","usa",128
"3106","lloyd",3
"3107","trefethen",9
"3108","pde",4
"3109","fluid",5
"3110","nonnorm",2
"3111","whose",8
"3112","eigenvector",2
"3113","orthogon",3
"3114","finit",11
"3115","spectral",2
"3116","odepd",1
"3117","multimatlab",2
"3118","gap",6
"3119","converg",4
"3120","pseudospectra",2
"3121","alfeld",1
"3122","vicki",5
"3123","howl",1
"3124","guethbjoumlrn",1
"3125","joacutensson",1
"3126","yohan",1
"3127","kim",1
"3128","divakar",3
"3129","viswanath",2
"3130","baggett",3
"3131","tobi",1
"3132","driscol",3
"3133","edelman",1
"3134","loui",2
"3135","howel",1
"3136","mascarenha",1
"3137","nachtig",1
"3138","satish",2
"3139","reddi",5
"3140","kimchuan",1
"3141","toh",1
"3142","colleagu",4
"3143","demmel",1
"3144","ann",4
"3145","greenbaum",1
"3146","martin",19
"3147","gutknecht",1
"3148","nick",12
"3149","higham",2
"3150","andr",1
"3151","weideman",1
"3152","adt",1
"3153","sigmod",2
"3154","seq",1
"3155","treesav",1
"3156","ranjani",1
"3157","ramamurthi",1
"3158","green",3
"3159","bai",5
"3160","packer",1
"3161","freeli",2
"3162","essai",6
"3163","phil",2
"3164","agr",1
"3165","vera",1
"3166","kettnak",1
"3167","olga",1
"3168","veksler",1
"3169","fair",8
"3170","cytacki",1
"3171","rob",1
"3172","pdf",5
"3173","acrobat",20
"3174","adob",10
"3175","histogram",1
"3176","sarasota",1
"3177","florida",5
"3178","coher",5
"3179","featurebas",1
"3180","woodfil",1
"3181","european",8
"3182","stockholm",2
"3183","comitte",1
"3184","conjunct",1
"3185","acknowledg",1
"3186","courtesi",6
"3187","funda",6
"3188","ergun",2
"3189","cv",17
"3190","wasserman",1
"3191","workresearch",1
"3192","resultcheck",1
"3193","nephew",1
"3194","eitan",1
"3195","longterm",2
"3196","bridg",6
"3197","tushar",2
"3198","chandra",6
"3199","prasad",3
"3200","jayanti",3
"3201","unreli",3
"3202","detector",10
"3203","waitfre",7
"3204","determinist",4
"3205","imposs",3
"3206","inher",3
"3207","mere",2
"3208","slow",1
"3209","weakest",2
"3210","reli",5
"3211","abil",5
"3212","wellknown",4
"3213","bracha",1
"3214","srikanth",1
"3215","clock",10
"3216","el",3
"3217","abbadi",1
"3218","partit",8
"3219","neiger",2
"3220","montreal",3
"3221","hadzilaco",2
"3222","vancouv",1
"3223","metatheori",3
"3224","picalculu",1
"3225","joi",5
"3226","delayinsensit",1
"3227","metaalgebra",1
"3228","rex",4
"3229","bakker",2
"3230","roever",1
"3231","rozenberg",1
"3232","knight",2
"3233","savag",7
"3234","amdur",1
"3235","byzantin",4
"3236","agreement",4
"3237","wortman",1
"3238","yu",12
"3239","christoph",4
"3240","lane",8
"3241","att",7
"3242","bell",7
"3243","addisonweslei",11
"3244","congest",3
"3245","connectionless",1
"3246","true",11
"3247","religion",2
"3248","roundrobin",2
"3249","packetpair",3
"3250","contend",1
"3251","firstcomefirstserv",2
"3252","round",9
"3253","robin",6
"3254","unlik",1
"3255","wellbehav",1
"3256","hog",1
"3257","endsystem",1
"3258","implicitli",1
"3259","stabl",5
"3260","forum",6
"3261","expens",2
"3262","wrong",8
"3263","xunet",1
"3264","router",7
"3265","idlinet",3
"3266","iit",6
"3267","delhi",5
"3268","nonam",1
"3269","fore",1
"3270","zeitnet",1
"3271","nativemod",4
"3272","osindepend",1
"3273","api",4
"3274","compliant",3
"3275","goof",2
"3276","snoop",1
"3277","nv",1
"3278","mbone",2
"3279","driven",2
"3280","packetlevel",1
"3281","tclbase",1
"3282","gui",20
"3283","goe",11
"3284","south",7
"3285","india",22
"3286","thanjavur",1
"3287","district",3
"3288","prefix",1
"3289","father",4
"3290","villag",2
"3291","surnam",1
"3292","srinivasan",7
"3293","peg",1
"3294","hole",4
"3295","custom",5
"3296","quotabl",2
"3297","hear",5
"3298","littl",25
"3299","song",7
"3300","johann",1
"3301","wolfgang",1
"3302","goeth",2
"3303","worldwid",13
"3304","modul",6
"3305","transit",9
"3306","bibtex",4
"3307","hytech",1
"3308","checker",3
"3309","cav",1
"3310","computeraid",8
"3311","timteitelbaum",1
"3312","tim",4
"3313","teitelbaum",1
"3314","increment",2
"3315","languagebas",1
"3316","attribut",3
"3317","grammar",6
"3318","ada",2
"3319","userlevel",7
"3320","lowlat",4
"3321","highbandwidth",2
"3322","lan",2
"3323","interconnect",20
"3324","port",5
"3325","nonspmd",1
"3326","multprocessor",1
"3327","svr",1
"3328","departement",2
"3329","tve",1
"3330","pond",2
"3331","water",3
"3332","fish",6
"3333","tire",3
"3334","macppp",1
"3335","onetim",1
"3336","suddenli",1
"3337","anindya",8
"3338","basu",4
"3339","avula",2
"3340","abridg",3
"3341","magazin",33
"3342","culler",12
"3343","goldstein",5
"3344","schauser",9
"3345","intl",10
"3346","symp",7
"3347","gold",7
"3348","coast",9
"3349","australia",3
"3350","uc",17
"3351","dusseau",3
"3352","krishnamurthi",1
"3353","lumetta",1
"3354","yelick",2
"3355","tam",1
"3356","dataflow",2
"3357","finegrain",5
"3358","jmachin",1
"3359","spertu",1
"3360","dalli",1
"3361","logp",2
"3362","karp",6
"3363","patterson",6
"3364","sahai",1
"3365","santo",1
"3366","subramonian",1
"3367","wg",1
"3368","medium",1
"3369","grain",2
"3370","orlando",2
"3371","goldsteinand",1
"3372","compilercontrol",2
"3373","multithread",19
"3374","lenient",1
"3375","sah",1
"3376","wawrzynek",1
"3377","santaclara",1
"3378","saavedrabarrera",1
"3379","crete",1
"3380","greec",4
"3381","vavasi",8
"3382","mc",3
"3383","bldg",1
"3384","cass",1
"3385","il",2
"3386","gov",1
"3387","arent",1
"3388","aris",3
"3389","manuscript",2
"3390","ye",12
"3391","primal",1
"3392","dual",2
"3393","acceler",2
"3394","hough",3
"3395","decomposit",8
"3396","mitchel",2
"3397","triangul",4
"3398","dgrid",1
"3399","hyperplan",1
"3400","crossratio",1
"3401","delaunai",2
"3402","qmg",6
"3403","polyhedr",1
"3404","topologi",7
"3405","unstructur",1
"3406","tetrahedr",1
"3407","ellipt",2
"3408","div",1
"3409","cgrad",1
"3410","sourcecod",1
"3411","vrml",4
"3412","cleaner",2
"3413","compat",5
"3414","nt",7
"3415","vavasiss",1
"3416","frank",7
"3417","ht",2
"3418","sixth",2
"3419","supervis",11
"3420","titl",24
"3421","hydrodynam",1
"3422","blend",1
"3423","coupl",12
"3424","turbul",2
"3425","ln",3
"3426","exponenti",3
"3427","versu",3
"3428","abscissa",1
"3429","subcrit",1
"3430","patti",2
"3431","sandia",2
"3432","po",4
"3433","box",68
"3434","livermor",2
"3435","schatz",1
"3436","meza",1
"3437","anal",1
"3438","app",1
"3439","kev",2
"3440","departmentissu",1
"3441","notquiteuptod",1
"3442","challeng",16
"3443","syosset",1
"3444","bachelor",16
"3445","season",3
"3446","rain",7
"3447","wind",5
"3448","enough",10
"3449","santa",14
"3450","barbara",9
"3451","anywai",8
"3452","csrvl",2
"3453","lockhe",2
"3454","binghamton",5
"3455","altera",1
"3456","babylon",6
"3457","careermosa",2
"3458","hi",31
"3459","firstyear",6
"3460","athlet",5
"3461","kawazo",4
"3462","brazil",1
"3463","hong",21
"3464","dizzi",1
"3465","worthwhil",2
"3466","sinanet",3
"3467","taiwan",16
"3468","chines",62
"3469","o",46
"3470","nandonet",2
"3471","sunworld",1
"3472","javaworld",3
"3473","corba",6
"3474","ahuja",2
"3475","mengg",3
"3476","hasbrouck",2
"3477","eng",3
"3478","coursework",5
"3479","chinglan",2
"3480","hu",6
"3481","cest",1
"3482","beaupair",1
"3483","seneca",1
"3484","rm",4
"3485","alexei",3
"3486","vaysburd",3
"3487","largescalewidearea",1
"3488","ken",7
"3489","partition",2
"3490","lse",1
"3491","ecol",1
"3492","polytechniqu",1
"3493","federal",1
"3494","lausann",1
"3495","transi",2
"3496","calendar",7
"3497","bailei",2
"3498","concert",5
"3499","event",11
"3500","brief",10
"3501","odessa",1
"3502","odessaweb",1
"3503","yama",3
"3504","den",7
"3505","hell",4
"3506","hindu",1
"3507","mythologi",1
"3508","god",11
"3509","death",7
"3510","ride",10
"3511","heaven",3
"3512","he",20
"3513","imparti",1
"3514","mess",3
"3515","monei",3
"3516","microsystem",6
"3517","garcia",1
"3518","avenu",10
"3519","mailstop",1
"3520","ucup",1
"3521","cupertino",2
"3522","javasoft",4
"3523","watch",17
"3524","warburton",1
"3525","clara",1
"3526","emploi",7
"3527","javamedia",1
"3528","rai",8
"3529","trace",9
"3530","railroad",5
"3531","twowal",1
"3532","cave",2
"3533","sgi",9
"3534","onyx",1
"3535","openinventor",1
"3536","onthefli",1
"3537","fly",3
"3538","through",1
"3539","lzw",1
"3540","extern",1
"3541","cam",1
"3542","byte",3
"3543","nano",2
"3544","speed",7
"3545","snap",1
"3546","fx",2
"3547","pyramania",3
"3548","xlib",3
"3549","snapshot",11
"3550","parallelomania",1
"3551","script",18
"3552","pal",2
"3553","satya",1
"3554","avinash",2
"3555","gupta",12
"3556","kartik",2
"3557","kapadia",2
"3558","hrishikesh",1
"3559","dixit",1
"3560","lui",5
"3561","ankit",3
"3562","east",5
"3563","street",18
"3564","photo",25
"3565","galleria",1
"3566","chronologia",1
"3567","canvasd",1
"3568","platformindepend",1
"3569","conferenc",9
"3570","kernel",18
"3571","endpoint",2
"3572","broker",4
"3573","critiqu",3
"3574","causal",6
"3575","cheriton",5
"3576","dale",8
"3577","skeen",1
"3578","carnegiemellon",4
"3579","maharaja",1
"3580","sayajirao",1
"3581","friend",56
"3582","techo",1
"3583","relianc",2
"3584","profil",27
"3585","ashish",5
"3586","jhaveri",3
"3587","languagessoftwar",1
"3588","aswin",3
"3589","berg",4
"3590","skyacr",1
"3591","drive",9
"3592","album",4
"3593","annek",1
"3594","swing",6
"3595","danc",14
"3596","jean",6
"3597","deejay",1
"3598","isdn",1
"3599","hop",3
"3600","nederlands",1
"3601","club",9
"3602","dutch",1
"3603","hodja",2
"3604","fullfledg",2
"3605","hypothet",2
"3606","multitask",3
"3607","pent",2
"3608","diagon",1
"3609","trap",3
"3610","oppon",1
"3611","win",6
"3612","tk",3
"3613","xwindow",5
"3614","screenshot",4
"3615","ipng",3
"3616","ip",4
"3617","ipv",5
"3618","jetstream",1
"3619","caveat",2
"3620","hytelnet",1
"3621","einet",2
"3622","galaxi",5
"3623","joel",9
"3624","webcrawl",5
"3625","guestbook",6
"3626","barber",3
"3627","flesh",2
"3628","pooooooooooooooch",1
"3629","cool",57
"3630","dude",1
"3631","felt",2
"3632","inclin",4
"3633","birth",3
"3634","jo",1
"3635","ponch",2
"3636","pooch",1
"3637","fork",1
"3638","guppi",1
"3639","skin",1
"3640","mama",1
"3641","phin",1
"3642","ba",24
"3643","grew",7
"3644","attend",12
"3645","montgomeri",2
"3646","live",49
"3647","collegetown",1
"3648","adjac",1
"3649","cheap",2
"3650","sublet",1
"3651","ultraconveni",1
"3652","halfmil",1
"3653","radiu",1
"3654","greek",2
"3655","tau",1
"3656","epsilon",1
"3657","phi",1
"3658","fratern",2
"3659","border",1
"3660","cayuga",1
"3661","height",2
"3662","labor",3
"3663","improvedimplement",1
"3664","tracker",1
"3665","sugata",4
"3666","mukhopadhyai",3
"3667","smpd",1
"3668","semestermi",1
"3669","webar",1
"3670","encrypt",6
"3671","framedepend",1
"3672","youll",4
"3673","trust",4
"3674","bright",3
"3675","wet",1
"3676","roadtrip",1
"3677","buddi",1
"3678","websurf",2
"3679","bad",7
"3680","ahead",4
"3681","bui",5
"3682","portland",5
"3683","thought",22
"3684","inde",2
"3685","pretti",12
"3686","resourceful",1
"3687","pipe",1
"3688","comradeinupson",1
"3689","bush",2
"3690","lucki",6
"3691","leastfavorit",1
"3692","ok",5
"3693","captain",2
"3694","swirl",1
"3695","nefari",1
"3696","toilet",1
"3697","mukhopadyai",1
"3698","bonei",1
"3699","magoo",1
"3700","fletop",1
"3701","bigro",1
"3702","koster",1
"3703","bot",2
"3704","tffl",1
"3705","bulli",3
"3706","uuencod",1
"3707","zip",2
"3708","urg",2
"3709","barbergif",1
"3710","ponchhtml",1
"3711","reshtml",1
"3712","rescur",1
"3713","emmitt",2
"3714","photograph",8
"3715","mugshot",1
"3716","delawar",1
"3717","centuri",8
"3718","listen",14
"3719","rock",6
"3720","indian",14
"3721","kanpur",3
"3722","die",5
"3723","pink",2
"3724","floyd",5
"3725","fanat",2
"3726","childhood",1
"3727","dream",5
"3728","love",29
"3729","plum",1
"3730","unwash",1
"3731","pelham",2
"3732","grenvil",2
"3733","wodehous",2
"3734","woodstock",3
"3735","truli",3
"3736","motiv",8
"3737","experienc",2
"3738","metallica",1
"3739","soccer",17
"3740","worldcup",1
"3741","cook",9
"3742","tri",4
"3743","recip",3
"3744","fanci",1
"3745","connoisseur",1
"3746","whiski",1
"3747","malt",1
"3748","calvin",10
"3749","hobb",3
"3750","asian",3
"3751","writer",1
"3752","cheer",1
"3753","monti",2
"3754","python",2
"3755","beavi",3
"3756","butthead",1
"3757","acheiv",1
"3758","par",1
"3759","meiko",1
"3760","tcpudp",1
"3761","satur",1
"3762","fibr",1
"3763","untrust",1
"3764","seth",1
"3765","klau",1
"3766","veena",1
"3767","sosp",15
"3768","apr",13
"3769","edt",4
"3770","hao",5
"3771","dept",45
"3772","insid",6
"3773","flea",1
"3774","forthyear",1
"3775","heard",4
"3776","newspap",11
"3777","forget",6
"3778","gorgeou",3
"3779","eat",7
"3780","movi",42
"3781","neat",7
"3782","stock",15
"3783","ut",104
"3784","frog",4
"3785","dissect",1
"3786","intertext",2
"3787","peek",4
"3788","solar",1
"3789","shoemak",1
"3790","levi",28
"3791","le",6
"3792","weblouvr",2
"3793","xmorphia",1
"3794","galleri",16
"3795","kaleidospac",1
"3796","jpopoverview",1
"3797","bonsaijpop",1
"3798","seiyuujpop",1
"3799","underground",4
"3800","wander",3
"3801","spider",2
"3802","martial",3
"3803","taichi",2
"3804","nih",1
"3805","mar",12
"3806","aastha",3
"3807","bhardwaj",1
"3808","engine",1
"3809","engineeringprogram",1
"3810","apart",5
"3811","chichao",3
"3812","tham",1
"3813","risc",2
"3814","brazilian",1
"3815","portugues",1
"3816","oliv",2
"3817","lubrasa",1
"3818","lusobrazilian",1
"3819","jornal",1
"3820","brasil",1
"3821","stockmast",1
"3822","jayhawk",1
"3823","basketbal",7
"3824","cheekeong",2
"3825","liau",2
"3826","apologi",2
"3827","thing",76
"3828","baccalaur",1
"3829","countri",10
"3830","singapor",15
"3831","mapl",10
"3832","crari",2
"3833","subtyp",2
"3834","kml",1
"3835","tractabl",2
"3836","intract",2
"3837","understood",2
"3838","deepen",1
"3839","mitig",1
"3840","calculi",2
"3841","stage",3
"3842","care",8
"3843","unavail",2
"3844","martinloumlf",1
"3845","jason",6
"3846","hickei",5
"3847","lurker",2
"3848","jesu",5
"3849","lord",10
"3850","heart",5
"3851","soul",3
"3852","mind",27
"3853","neighbor",1
"3854","cyber",3
"3855","abod",3
"3856","greet",2
"3857","travel",33
"3858","humbl",1
"3859","prithe",1
"3860","shore",1
"3861","instead",10
"3862","blink",2
"3863","thy",2
"3864","teari",1
"3865","ey",2
"3866","rest",9
"3867","weari",1
"3868","mice",1
"3869","thyselv",1
"3870","autobiographi",2
"3871","deidr",2
"3872","emot",2
"3873","simnet",1
"3874","buildertyp",1
"3875","faith",6
"3876","hardli",1
"3877","ferroconcret",1
"3878","ag",10
"3879","wise",2
"3880","men",4
"3881","scorn",1
"3882","bend",2
"3883","ear",1
"3884","lawyer",6
"3885","tone",1
"3886","unseen",1
"3887","unheard",1
"3888","untouch",1
"3889","silenc",1
"3890","dread",4
"3891","unknown",3
"3892","uncertain",2
"3893","yearn",1
"3894","warm",1
"3895","friendship",1
"3896","ah",2
"3897","mindless",1
"3898","infatu",1
"3899","huh",1
"3900","sensual",1
"3901","romanc",1
"3902","hmm",2
"3903","burn",4
"3904","passion",2
"3905","oh",14
"3906","soft",2
"3907","sigh",2
"3908","belov",2
"3909","poetri",10
"3910","myth",1
"3911","favor",4
"3912","beauteou",1
"3913","pandora",2
"3914","demon",1
"3915","astrai",1
"3916","glimmer",1
"3917","tread",1
"3918","tortur",2
"3919","broken",1
"3920","amidst",1
"3921","thorn",1
"3922","dark",4
"3923","filthi",1
"3924","diseas",4
"3925","pain",1
"3926","horror",1
"3927","fear",3
"3928","tear",1
"3929","blame",3
"3930","deed",2
"3931","old",30
"3932","frozen",2
"3933","sad",2
"3934","miseri",1
"3935","cold",2
"3936","etern",1
"3937","re",6
"3938","advis",3
"3939","diyu",2
"3940","yan",2
"3941","daisi",1
"3942","winter",50
"3943","msc",7
"3944","brought",8
"3945","beauti",14
"3946","tsinghua",11
"3947","unviers",1
"3948","beij",13
"3949","beng",1
"3950","cgi",9
"3951","london",4
"3952","feng",7
"3953","hua",4
"3954","yuan",2
"3955","xin",1
"3956","si",1
"3957","ctc",1
"3958","sunlab",2
"3959","ashvin",2
"3960","dsouza",2
"3961","bard",1
"3962","allevi",1
"3963","duplic",2
"3964","bddbase",1
"3965","mucalculu",3
"3966","gso",1
"3967","csp",10
"3968","loto",1
"3969","bdd",1
"3970","postscipt",1
"3971","lite",1
"3972","aid",6
"3973","lnc",4
"3974","so",1
"3975","compass",1
"3976","everimprov",1
"3977","erguumln",3
"3978","minor",9
"3979","paint",3
"3980","izmir",1
"3981","turkei",6
"3982","bilkent",2
"3983","ankara",1
"3984","non",3
"3985","turkish",1
"3986","angri",1
"3987","dog",4
"3988","risk",8
"3989","heavi",6
"3990","chu",5
"3991","humor",7
"3992","felix",1
"3993","frederick",4
"3994","erni",1
"3995","cohen",4
"3996","epicuri",1
"3997","foodzin",1
"3998","cartalk",1
"3999","clack",1
"4000","npr",2
"4001","juiyuan",2
"4002","hsu",5
